-,,ܠܐ,syriac,entry #10878; particle; transliterations are DRAFT v0 (unvetted),,ܠܐ,particle,lāʾ|ലാ,,"{""word_id"": 10878, ""freq"": 198, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""LoA"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,no,english,,default:english,,,,particle,
^,,not,english,,default:english,,,,particle,
^,,അല്ല,malayalam,machine draft via Olam key 'not' — unvalidated,,,machine-draft,,,
^,,അരുത്‌,malayalam,machine draft via Olam key 'not' — unvalidated,,,machine-draft,,-,
^,,ഇല്ല,malayalam,machine draft via Olam key 'not' — unvalidated,,,machine-draft,,-,
-,,ܝܫܘܥ,syriac,entry #9573; proper noun; transliterations are DRAFT v0 (unvetted),,ܝܫܘܥ,proper noun,yešuwʿ|യെശുവ്,,"{""word_id"": 9573, ""freq"": 165, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": "";eWuOE"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,Jesus,english,,default:english,,,,proper noun,
^,,യേശു,malayalam,machine draft via Olam key 'jesus' — unvalidated,,,machine-draft,,n,
-,,ܘܐܡܪ,syriac,"entry #1290; peal, perfect, third, masculine, singular, prefix #3; transliterations are DRAFT v0 (unvetted)",,ܘܐܡܪ,verb|inflected-form,weʾmar|വെമര്,,"{""word_id"": 1290, ""freq"": 131, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""OeAMaR"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,say,english,,default:english,,,,verb,
^,,speak,english,,default:english,,,,verb,
^,,announce,english,,default:english,,,,verb,
^,,affirm,english,,default:english,,,,verb,
^,,പറയുക,malayalam,machine draft via Olam key 'say' — unvalidated,,,machine-draft,,v,
^,,ഉരുവിടുക,malayalam,machine draft via Olam key 'say' — unvalidated,,,machine-draft,,v,
^,,ആവര്‍ത്തിക്കുക,malayalam,machine draft via Olam key 'say' — unvalidated,,,machine-draft,,v,
-,,ܠܟܘܢ,syriac,"entry #10849; suffix, second suffix, masculine suffix, plural suffix, prefix #4; transliterations are DRAFT v0 (unvetted)",,ܠܟܘܢ,particle|inflected-form,lḵuwn|ല്ഖുവ്ന്,,"{""word_id"": 10849, ""freq"": 131, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""LC,uON"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,to,english,,default:english,,,,particle,
^,,for,english,,default:english,,,,particle,
^,,ഇത്രകാലത്തേക്ക്‌,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,n,
^,,ഉന്‍മുഖമായി,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,a,
^,,ലഭിക്കാനായി,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,prep,
-,,ܠܗܘܢ,syriac,"entry #10844; suffix, third suffix, masculine suffix, plural suffix, prefix #4; transliterations are DRAFT v0 (unvetted)",,ܠܗܘܢ,particle|inflected-form,lhuwn|ല്ഹുവ്ന്,,"{""word_id"": 10844, ""freq"": 129, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""LHuON"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,to,english,,default:english,,,,particle,
^,,for,english,,default:english,,,,particle,
^,,ഇത്രകാലത്തേക്ക്‌,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,n,
^,,ഉന്‍മുഖമായി,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,a,
^,,ലഭിക്കാനായി,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,prep,
-,,ܓܝܪ,syriac,entry #3714; particle; transliterations are DRAFT v0 (unvetted),,ܓܝܪ,particle,geyr|ഗെയ്ര്,,"{""word_id"": 3714, ""freq"": 119, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""G'e;R"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,for,english,,default:english,,,,particle,
^,,ഇത്രകാലത്തേക്ക്‌,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,n,
^,,ഉന്‍മുഖമായി,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,a,
^,,ലഭിക്കാനായി,malayalam,machine draft via Olam key 'for' — unvalidated,,,machine-draft,,prep,
-,,ܐܢܐ,syriac,"entry #1378; first, common, singular; transliterations are DRAFT v0 (unvetted)",,ܐܢܐ,pronoun|enclitic|inflected-form,ʾnāʾ|നാ,,"{""word_id"": 1378, ""freq"": 113, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""A_NoA"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,I,english,,default:english,,,,pronoun,
-,,ܥܠ,syriac,entry #15701; particle; transliterations are DRAFT v0 (unvetted),,ܥܠ,particle,ʿal|അല്,,"{""word_id"": 15701, ""freq"": 98, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""EaL"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,on,english,,default:english,,,,particle,
^,,about,english,,default:english,,,,particle,
^,,concerning,english,,default:english,,,,particle,
^,,കൈവശം,malayalam,machine draft via Olam key 'about' — unvalidated,,,machine-draft,,prep,
^,,കുറിച്ച്‌,malayalam,machine draft via Olam key 'about' — unvalidated,,,machine-draft,,prep,
^,,അടുത്ത്‌,malayalam,machine draft via Olam key 'about' — unvalidated,,,machine-draft,,prep,
-,,ܘܠܐ,syriac,entry #10871; prefix #3; transliterations are DRAFT v0 (unvetted),,ܘܠܐ,particle|inflected-form,wlāʾ|വ്ലാ,,"{""word_id"": 10871, ""freq"": 92, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""OLoA"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,no,english,,default:english,,,,particle,
^,,not,english,,default:english,,,,particle,
^,,അല്ല,malayalam,machine draft via Olam key 'not' — unvalidated,,,machine-draft,,,
^,,അരുത്‌,malayalam,machine draft via Olam key 'not' — unvalidated,,,machine-draft,,-,
^,,ഇല്ല,malayalam,machine draft via Olam key 'not' — unvalidated,,,machine-draft,,-,
-,,ܟܕ,syriac,entry #9812; particle; transliterations are DRAFT v0 (unvetted),,ܟܕ,particle,kaḏ|കദ്,,"{""word_id"": 9812, ""freq"": 89, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""C'aD,"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,when,english,,default:english,,,,particle,
^,,after,english,,default:english,,,,particle,
^,,while,english,,default:english,,,,particle,
^,,where,english,,default:english,,,,particle,
^,,എപ്പോള്‍,malayalam,machine draft via Olam key 'when' — unvalidated,,,machine-draft,,conj,
^,,ഏതു സമയത്ത്‌,malayalam,machine draft via Olam key 'when' — unvalidated,,,machine-draft,,pron,
^,,ആ സമയത്ത്‌,malayalam,machine draft via Olam key 'when' — unvalidated,,,machine-draft,,conj,
-,,ܐܢܬܘܢ,syriac,"entry #23320; second, masculine, plural; transliterations are DRAFT v0 (unvetted)",,ܐܢܬܘܢ,pronoun|enclitic|inflected-form,ʾntuwn|ന്തുവ്ന്,,"{""word_id"": 23320, ""freq"": 88, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""AN_T'uON"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,thou,english,,default:english,,,,pronoun,
^,,അങ്ങ്‌,malayalam,machine draft via Olam key 'thou' — unvalidated,,,machine-draft,,n,
^,,നീ,malayalam,machine draft via Olam key 'thou' — unvalidated,,,machine-draft,,-,
^,,നിങ്ങള്‍,malayalam,machine draft via Olam key 'thou' — unvalidated,,,machine-draft,,n,
-,,ܗܘܐ,syriac,"entry #5144; peal, perfect, third, masculine, singular; transliterations are DRAFT v0 (unvetted)",,ܗܘܐ,verb|enclitic|inflected-form,hwāʾ|ഹ്വാ,,"{""word_id"": 5144, ""freq"": 83, ""corpus"": ""Matthew (Peshitta NT)"", ""source_vocalised"": ""H_OoA"", ""provenance"": {""headword_bare"": ""SEDRA III WORDS.TXT consonantal; 1:1 Unicode mapping per SEDRA3.DOC"", ""sedra3_vocalised"": ""SEDRA III WORDS.TXT vocalised field, verbatim (abstract 5-vowel ASCII scheme)"", ""headword_eastern"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""headword_western"": ""pending fetch from SEDRA IV API (run: python compile.py fetch-vocalised)"", ""lemma"": ""SEDRA III LEXEMES.TXT"", ""root"": ""SEDRA III ROOTS.TXT"", ""pos"": ""SEDRA III lexeme category bits (SEDRA3.DOC)"", ""morphology"": ""SEDRA III WORDS.TXT feature bits, decoded per SEDRA3.DOC"", ""gloss_en"": ""SEDRA III ENGLISH.TXT (glosses derived from Payne Smith)"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_syr_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_syr_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Peshitta NT (BFBS) via SEDRA III BFBS.TXT; consonantal rendering""}}"
^,,be,english,,default:english,,,,verb,
^,,was ((as enclitic)),english,,default:english,,,,verb,
^,,turn out,english,,default:english,,,,verb,
^,,പരിണമിക്കുക,malayalam,machine draft via Olam key 'turn out' — unvalidated,,,machine-draft,,v,
^,,ഉല്‍പാദിപ്പിക്കുക,malayalam,machine draft via Olam key 'turn out' — unvalidated,,,machine-draft,,v,
^,,കെടുത്തുക,malayalam,machine draft via Olam key 'turn out' — unvalidated,,,machine-draft,,v,
