-,,ٱللَّهُ,arabic,entry #4; nominative; transliterations are DRAFT v0 (unvetted),,الله,proper noun,allahu|അല്ലഹു,,"{""word_id"": 4, ""freq"": 733, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""{ll~ahu"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": {""source"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""matches"": [{""lex"": ""اللَّٰه"", ""pos"": ""noun_prop"", ""tier"": ""folded"", ""pos_compatible"": true}, {""lex"": ""اللَّٰه"", ""pos"": ""noun_prop"", ""tier"": ""folded"", ""pos_compatible"": true}, {""lex"": ""اللَّٰه"", ""pos"": ""noun_prop"", ""tier"": ""folded"", ""pos_compatible"": true}]}, ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
^,,Allah,english,,default:english,,,,proper noun,
^,,God,english,,default:english,,,,proper noun,
^,,by Allah/God,english,,default:english,,,,proper noun,
^,,to/for Allah/God,english,,default:english,,,,proper noun,
^,,അല്ലാഹു,malayalam,machine draft via Olam key 'allah' — unvalidated,,,machine-draft,,n,
^,,ദൈവം,malayalam,machine draft via Olam key 'god' — unvalidated,,,machine-draft,,n,
^,,ഈശ്വരന്‍,malayalam,machine draft via Olam key 'god' — unvalidated,,,machine-draft,,n,
-,,مِن,arabic,entry #5; preposition; transliterations are DRAFT v0 (unvetted),,من,preposition,min|മിന്,,"{""word_id"": 5, ""freq"": 728, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""min"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
-,,إِنَّ,arabic,entry #6; accusative particle; transliterations are DRAFT v0 (unvetted),,إن,accusative particle,ʾinna|ഇന്ന,,"{""word_id"": 6, ""freq"": 608, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""<in~a"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
-,,ٱللَّهَ,arabic,entry #7; accusative; transliterations are DRAFT v0 (unvetted),,الله,proper noun,allaha|അല്ലഹ,,"{""word_id"": 7, ""freq"": 592, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""{ll~aha"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": {""source"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""matches"": [{""lex"": ""اللَّٰه"", ""pos"": ""noun_prop"", ""tier"": ""folded"", ""pos_compatible"": true}, {""lex"": ""اللَّٰه"", ""pos"": ""noun_prop"", ""tier"": ""folded"", ""pos_compatible"": true}, {""lex"": ""اللَّٰه"", ""pos"": ""noun_prop"", ""tier"": ""folded"", ""pos_compatible"": true}]}, ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
^,,Allah,english,,default:english,,,,proper noun,
^,,God,english,,default:english,,,,proper noun,
^,,by Allah/God,english,,default:english,,,,proper noun,
^,,to/for Allah/God,english,,default:english,,,,proper noun,
^,,അല്ലാഹു,malayalam,machine draft via Olam key 'allah' — unvalidated,,,machine-draft,,n,
^,,ദൈവം,malayalam,machine draft via Olam key 'god' — unvalidated,,,machine-draft,,n,
^,,ഈശ്വരന്‍,malayalam,machine draft via Olam key 'god' — unvalidated,,,machine-draft,,n,
-,,لَا,arabic,entry #8; negative particle; transliterations are DRAFT v0 (unvetted),,لا,negative particle,lā|ലാ,,"{""word_id"": 8, ""freq"": 535, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""laA"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": {""source"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""matches"": [{""lex"": ""لَا"", ""pos"": ""conj"", ""tier"": ""exact"", ""pos_compatible"": true}, {""lex"": ""لَا"", ""pos"": ""interj"", ""tier"": ""exact"", ""pos_compatible"": true}, {""lex"": ""لَا"", ""pos"": ""part_neg"", ""tier"": ""exact"", ""pos_compatible"": true}]}, ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
^,,"nor,neither",english,,default:english,,,,negative particle,
^,,no,english,,default:english,,,,negative particle,
^,,not,english,,default:english,,,,negative particle,
^,,non-,english,,default:english,,,,negative particle,
^,,അതുമില്ല ഇതുമല്ല,malayalam,machine draft via Olam key 'nor' — unvalidated,,,machine-draft,,-,
^,,രണ്ടുമില്ല,malayalam,machine draft via Olam key 'nor' — unvalidated,,,machine-draft,,idm,
^,,വേണ്ട,malayalam,machine draft via Olam key 'nor' — unvalidated,,,machine-draft,,a,
-,,مَا,arabic,entry #9; relative pronoun; transliterations are DRAFT v0 (unvetted),,ما,relative pronoun,mā|മാ,,"{""word_id"": 9, ""freq"": 529, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""maA"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": {""source"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""matches"": [{""lex"": ""مَا"", ""pos"": ""conj_sub"", ""tier"": ""exact"", ""pos_compatible"": true}, {""lex"": ""مَا"", ""pos"": ""part"", ""tier"": ""exact"", ""pos_compatible"": true}, {""lex"": ""مَا"", ""pos"": ""part_interrog"", ""tier"": ""exact"", ""pos_compatible"": true}]}, ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
^,,that/if/unless/whether/as long as/as soon as,english,,default:english,,,,relative pronoun,
^,,which,english,,default:english,,,,relative pronoun,
^,,what/which,english,,default:english,,,,relative pronoun,
^,,ഏത്‌,malayalam,machine draft via Olam key 'which' — unvalidated,,,machine-draft,,-,
^,,ഏതേത്‌,malayalam,machine draft via Olam key 'which' — unvalidated,,,machine-draft,,-,
^,,ഏതാള്‍,malayalam,machine draft via Olam key 'which' — unvalidated,,,machine-draft,,-,
-,,إِلَّا,arabic,entry #10; restriction particle; transliterations are DRAFT v0 (unvetted),,إلا,restriction particle,ʾillā|ഇല്ലാ,,"{""word_id"": 10, ""freq"": 476, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""<il~aA"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": {""source"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""matches"": [{""lex"": ""إِلَّا"", ""pos"": ""part_restrict"", ""tier"": ""exact"", ""pos_compatible"": true}, {""lex"": ""إِلَّا"", ""pos"": ""prep"", ""tier"": ""exact"", ""pos_compatible"": true}]}, ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
^,,except for,english,,default:english,,,,restriction particle,
^,,ഒഴികെ,malayalam,machine draft via Olam key 'except for' — unvalidated,,,machine-draft,,conj,
-,,أَن,arabic,entry #11; subordinating conjunction; transliterations are DRAFT v0 (unvetted),,أن,subordinating conjunction,ʾan|അന്,,"{""word_id"": 11, ""freq"": 450, ""corpus"": ""the Qur'an"", ""source_vocalised"": "">an"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
-,,مِنَ,arabic,entry #12; preposition; transliterations are DRAFT v0 (unvetted),,من,preposition,mina|മിന,,"{""word_id"": 12, ""freq"": 412, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""mina"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
-,,قَالَ,arabic,"entry #13; perfect, third, masculine, singular; transliterations are DRAFT v0 (unvetted)",,قال,verb,qāla|ഖാല,,"{""word_id"": 13, ""freq"": 412, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""qaAla"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": {""source"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""matches"": [{""lex"": ""قَال"", ""pos"": ""verb"", ""tier"": ""folded"", ""pos_compatible"": true}]}, ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
^,,say,english,,default:english,,,,verb,
^,,പറയുക,malayalam,machine draft via Olam key 'say' — unvalidated,,,machine-draft,,v,
^,,ഉരുവിടുക,malayalam,machine draft via Olam key 'say' — unvalidated,,,machine-draft,,v,
^,,ആവര്‍ത്തിക്കുക,malayalam,machine draft via Olam key 'say' — unvalidated,,,machine-draft,,v,
-,,وَلَا,arabic,entry #14; + prefix وَ; transliterations are DRAFT v0 (unvetted),,ولا,negative particle|inflected-form,walā|വലാ,,"{""word_id"": 14, ""freq"": 392, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""walaA"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": {""source"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""matches"": [{""lex"": ""لَا"", ""pos"": ""conj"", ""tier"": ""exact"", ""pos_compatible"": true}, {""lex"": ""لَا"", ""pos"": ""interj"", ""tier"": ""exact"", ""pos_compatible"": true}, {""lex"": ""لَا"", ""pos"": ""part_neg"", ""tier"": ""exact"", ""pos_compatible"": true}]}, ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
^,,"nor,neither",english,,default:english,,,,negative particle,
^,,no,english,,default:english,,,,negative particle,
^,,not,english,,default:english,,,,negative particle,
^,,non-,english,,default:english,,,,negative particle,
^,,അതുമില്ല ഇതുമല്ല,malayalam,machine draft via Olam key 'nor' — unvalidated,,,machine-draft,,-,
^,,രണ്ടുമില്ല,malayalam,machine draft via Olam key 'nor' — unvalidated,,,machine-draft,,idm,
^,,വേണ്ട,malayalam,machine draft via Olam key 'nor' — unvalidated,,,machine-draft,,a,
-,,مِّن,arabic,entry #15; preposition; transliterations are DRAFT v0 (unvetted),,من,preposition,mmin|മ്മിന്,,"{""word_id"": 15, ""freq"": 372, ""corpus"": ""the Qur'an"", ""source_vocalised"": ""m~in"", ""provenance"": {""headword_eastern"": ""QAC 0.4 word form (vocalised Uthmani orthography), Buckwalter→Unicode per verified table"", ""headword_bare"": ""consonantal skeleton of the QAC form (marks and Qur'anic annotation dropped; wasla folded)"", ""sedra3_vocalised"": ""QAC 0.4 word form, extended Buckwalter, verbatim"", ""headword_western"": ""not applicable to the Arabic backbone"", ""lemma"": ""QAC 0.4 LEM (stem segment), Buckwalter→Unicode"", ""root"": ""QAC 0.4 ROOT (stem segment), Buckwalter→Unicode"", ""pos"": ""QAC 0.4 stem tag (readable label per QAC tag set; raw tag kept in morphology)"", ""morphology"": ""QAC 0.4 feature codes, decoded per documented tag set; unrecognised codes kept verbatim"", ""gloss_en"": ""camel_morph MSA v1.0 lexicon (MIT), matched on lemma — cross-resource match, see per-match records"", ""gloss_ml"": ""Olam English→Malayalam pivot (ODbL); machine draft, unvalidated"", ""translit_lat"": ""rule table tables/translit_ara_lat.tsv — DRAFT v0, UNVETTED"", ""translit_ml"": ""rule table tables/translit_ara_ml.tsv — DRAFT v0, UNVETTED"", ""example"": ""Qur'an, first attestation; verse rendered from QAC forms (vocalised), cited sura:aya""}}"
